locus_tag	ftype	length_bp	gene	EC_number	COG	product
FJKNNBLA_03058	CDS	990				[gene=tdcB] [locus_tag=b3117] [db_xref=UniProtKB/Swiss-Prot:P0AGF6] [protein=catabolic threonine dehydratase] [protein_id=AAC76152.1] [location=complement(3265039..3266028)][gbkey=CDS]
FJKNNBLA_03059	CDS	939				[gene=tdcA] [locus_tag=b3118] [db_xref=UniProtKB/Swiss-Prot:P0ACQ7] [protein=DNA-binding transcriptional activator TdcA] [protein_id=AAC76153.1] [location=complement(3266127..3267065)][gbkey=CDS]
FJKNNBLA_03060	CDS	540				[gene=yhaB] [locus_tag=b3120] [db_xref=UniProtKB/Swiss-Prot:P11865] [protein=protein YhaB][protein_id=AAC76155.2] [location=3267854..3268393] [gbkey=CDS]
FJKNNBLA_03061	CDS	1104				[gene=yhaC] [locus_tag=b3121] [db_xref=UniProtKB/Swiss-Prot:P11864] [protein=uncharacterized protein YhaC] [protein_id=AAC76156.1] [location=3268415..3269602][gbkey=CDS]
FJKNNBLA_03062	CDS	1146				[gene=garK] [locus_tag=b3124] [db_xref=UniProtKB/Swiss-Prot:P23524] [protein=glycerate 2-kinase 1] [protein_id=AAC76158.2] [location=complement(3270625..3271770)][gbkey=CDS]
FJKNNBLA_03063	CDS	891				[gene=garR] [locus_tag=b3125] [db_xref=UniProtKB/Swiss-Prot:P0ABQ2] [protein=tartronate semialdehyde reductase] [protein_id=AAC76159.3] [location=complement(3271867..3272751)][gbkey=CDS]
FJKNNBLA_03064	CDS	771				[gene=garL] [locus_tag=b3126] [db_xref=UniProtKB/Swiss-Prot:P23522] [protein=alpha-dehydro-beta-deoxy-D-glucarate aldolase] [protein_id=AAC76160.1][location=complement(3272787..3273557)] [gbkey=CDS]
FJKNNBLA_03065	CDS	1335				[gene=garP] [locus_tag=b3127] [db_xref=UniProtKB/Swiss-Prot:P0AA80] [protein=galactarate/D-glucarate transporter GarP] [protein_id=AAC76161.1] [location=complement(3273573..3274907)][gbkey=CDS]
FJKNNBLA_03066	CDS	1572				[gene=garD] [locus_tag=b3128] [db_xref=UniProtKB/Swiss-Prot:P39829] [protein=hypothetical protein] [protein_id=AAC76162.1] [location=3275282..3276853][gbkey=CDS]
FJKNNBLA_03067	CDS	405				[gene=prlF] [locus_tag=b3129] [db_xref=UniProtKB/Swiss-Prot:P15373] [protein=antitoxin PrlF] [protein_id=AAC76163.1] [location=3277002..3277337] [gbkey=CDS]
FJKNNBLA_03068	CDS	303				[gene=yhaV] [locus_tag=b3130] [db_xref=UniProtKB/Swiss-Prot:P64594] [protein=ribosome-dependent mRNA interferase toxin YhaV] [protein_id=AAC76164.1][location=3277337..3277801] [gbkey=CDS]
FJKNNBLA_03069	CDS	810				[gene=agaR] [locus_tag=b3131] [db_xref=UniProtKB/Swiss-Prot:P0ACK2] [protein=DNA-binding transcriptional repressor AgaR] [protein_id=AAC76165.1] [location=complement(3277856..3278665)][gbkey=CDS]
FJKNNBLA_03070	CDS	1281				[gene=kbaZ] [locus_tag=b3132] [db_xref=UniProtKB/Swiss-Prot:P0C8K0] [protein=tagatose-1,6-bisphosphate aldolase 1 subunit KbaZ] [protein_id=AAC76166.1][location=3278914..3280194] [gbkey=CDS]
FJKNNBLA_03071	CDS	474				[gene=agaV] [locus_tag=b3133] [db_xref=UniProtKB/Swiss-Prot:P42904] [protein=N-acetyl-D-galactosamine specific PTS enzyme IIB component] [protein_id=AAC76167.2][location=3280217..3280690] [gbkey=CDS]
FJKNNBLA_03072	CDS	780				[gene=agaC] [locus_tag=b3139] [db_xref=UniProtKB/Swiss-Prot:P42910] [protein=galactosamine-specific PTS enzyme IIC component] [protein_id=AAC76173.1][location=3284685..3285488] [gbkey=CDS]
FJKNNBLA_03073	CDS	879				[gene=agaD] [locus_tag=b3140] [db_xref=UniProtKB/Swiss-Prot:P42911] [protein=galactosamine-specific PTS enzyme IID component] [protein_id=AAC76174.1][location=3285478..3286269] [gbkey=CDS]
FJKNNBLA_03074	CDS	435				[gene=yadI] [locus_tag=b0129] [db_xref=UniProtKB/Swiss-Prot:P36881] [protein=putative PTS enzyme IIA component YadI] [protein_id=AAC73240.1] [location=144577..145017][gbkey=CDS]
FJKNNBLA_03075	CDS	1134				[gene=nagA] [locus_tag=b0677] [db_xref=UniProtKB/Swiss-Prot:P0AF18] [protein=N-acetylglucosamine-6-phosphate deacetylase] [protein_id=AAC73771.1] [location=complement(701603..702751)][gbkey=CDS]
FJKNNBLA_03076	CDS	1155				[gene=agaS] [locus_tag=b3136] [db_xref=UniProtKB/Swiss-Prot:P42907] [protein=putative galactosamine-6-phosphate deaminase/isomerase] [protein_id=AAC76170.1][location=3281976..3283130] [gbkey=CDS]
FJKNNBLA_03077	CDS	861				[gene=kbaY] [locus_tag=b3137] [db_xref=UniProtKB/Swiss-Prot:P0AB74] [protein=tagatose-1,6-bisphosphate aldolase 1 subunit KbaY] [protein_id=AAC76171.1][location=3283143..3284003] [gbkey=CDS]
FJKNNBLA_03078	CDS	477				[gene=agaB] [locus_tag=b3138] [db_xref=UniProtKB/Swiss-Prot:P42909] [protein=galactosamine-specific PTS enzyme IIB component] [protein_id=AAC76172.1][location=3284170..3284646] [gbkey=CDS]
FJKNNBLA_03079	CDS	804				[gene=agaC] [locus_tag=b3139] [db_xref=UniProtKB/Swiss-Prot:P42910] [protein=galactosamine-specific PTS enzyme IIC component] [protein_id=AAC76173.1][location=3284685..3285488] [gbkey=CDS]
FJKNNBLA_03080	CDS	792				[gene=agaD] [locus_tag=b3140] [db_xref=UniProtKB/Swiss-Prot:P42911] [protein=galactosamine-specific PTS enzyme IID component] [protein_id=AAC76174.1][location=3285478..3286269] [gbkey=CDS]
FJKNNBLA_03081	CDS	702				[gene=agaI] [locus_tag=b3141] [db_xref=UniProtKB/Swiss-Prot:P42912] [protein=putative deaminase AgaI] [protein_id=AAC76175.1] [location=3286270..3287025][gbkey=CDS]
FJKNNBLA_03082	CDS	585				[gene=yraH] [locus_tag=b3142] [db_xref=UniProtKB/Swiss-Prot:P42913] [protein=putative fimbrial protein YraH] [protein_id=AAC76176.1] [location=3287426..3288010][gbkey=CDS]
FJKNNBLA_03083	CDS	696				[gene=yraI] [locus_tag=b3143] [db_xref=UniProtKB/Swiss-Prot:P42914] [protein=putative fimbrial chaperone YraI] [protein_id=AAC76177.1] [location=3288090..3288785][gbkey=CDS]
FJKNNBLA_03084	CDS	2517				[gene=yraJ] [locus_tag=b3144] [db_xref=UniProtKB/Swiss-Prot:P42915] [protein=putative fimbrial usher protein YraJ] [protein_id=AAC76178.1] [location=3288814..3291330][gbkey=CDS]
FJKNNBLA_03085	CDS	1092				[gene=yraK] [locus_tag=b3145] [db_xref=UniProtKB/Swiss-Prot:P43319] [protein=putative fimbrial adhesin YraK] [protein_id=AAC76179.1] [location=3291341..3292432][gbkey=CDS]
FJKNNBLA_03086	CDS	861				[gene=rsmI] [locus_tag=b3146] [db_xref=UniProtKB/Swiss-Prot:P67087] [protein=16S rRNA 2'-O-ribose methyltransferase] [protein_id=AAC76180.1][location=complement(3292475..3293335)] [gbkey=CDS]
FJKNNBLA_03087	CDS	2037				[gene=lpoA] [locus_tag=b3147] [db_xref=UniProtKB/Swiss-Prot:P45464] [protein=outer membrane lipoprotein - activator of MrcA activity] [protein_id=AAC76181.1][location=3293400..3295436] [gbkey=CDS]
FJKNNBLA_03088	CDS	396				hypothetical protein
FJKNNBLA_03089	CDS	591				[gene=diaA] [locus_tag=b3149] [db_xref=UniProtKB/Swiss-Prot:P66817] [protein=DnaA initiator-associating factor for replication initiation] [protein_id=AAC76183.1][location=3295809..3296399] [gbkey=CDS]
FJKNNBLA_03090	CDS	576				[gene=yraP] [locus_tag=b3150] [db_xref=UniProtKB/Swiss-Prot:P64596] [protein=divisome-associated lipoprotein YraP] [protein_id=AAC76184.1] [location=3296409..3296984][gbkey=CDS]
FJKNNBLA_03091	CDS	1041				[gene=yraQ] [locus_tag=b3151] [db_xref=UniProtKB/Swiss-Prot:P45468] [protein=permease family protein YraQ] [protein_id=AAC76185.1] [location=complement(3297098..3298138)][gbkey=CDS]
FJKNNBLA_03092	CDS	636				[gene=yraR] [locus_tag=b3152] [db_xref=UniProtKB/Swiss-Prot:P45469] [protein=putative nucleoside-diphosphate-sugar epimerase] [protein_id=AAC76186.2][location=complement(3298211..3298846)] [gbkey=CDS]
FJKNNBLA_03093	CDS	519				[gene=yhbO] [locus_tag=b3153] [db_xref=UniProtKB/Swiss-Prot:P45470] [protein=protein/nucleic acid deglycase 2] [protein_id=AAC76187.2] [location=3298974..3299492][gbkey=CDS]
FJKNNBLA_03094	CDS	444				[gene=yhbP] [locus_tag=b3154] [db_xref=UniProtKB/Swiss-Prot:P67762] [protein=putative FMN binding protein YhbP] [protein_id=AAC76188.1] [location=complement(3299472..3299915)][gbkey=CDS]
FJKNNBLA_03095	CDS	312				[gene=yhbQ] [locus_tag=b3155] [db_xref=UniProtKB/Swiss-Prot:P45472] [protein=DNA damage response nuclease YhbQ] [protein_id=AAC76189.1] [location=3299966..3300268][gbkey=CDS]
FJKNNBLA_03096	CDS	504				[gene=yhbS] [locus_tag=b3156] [db_xref=UniProtKB/Swiss-Prot:P63417] [protein=putative N-acetyltransferase YhbS] [protein_id=AAC76190.1] [location=complement(3300255..3300758)][gbkey=CDS]
FJKNNBLA_03097	CDS	525				[gene=ubiT] [locus_tag=b3157] [db_xref=UniProtKB/Swiss-Prot:P64599] [protein=anaerobic ubiquinone biosynthesis accessory factor UbiT] [protein_id=AAC76191.1][location=complement(3300752..3301276)] [gbkey=CDS]
FJKNNBLA_03098	CDS	996				[gene=ubiU] [locus_tag=b3158] [db_xref=UniProtKB/Swiss-Prot:P45527] [protein=ubiquinone biosynthesis protein UbiU] [protein_id=AAC76192.1] [location=3301485..3302480][gbkey=CDS]
FJKNNBLA_03099	CDS	879				[gene=ubiV] [locus_tag=b3159] [db_xref=UniProtKB/Swiss-Prot:P45475] [protein=ubiquinone biosynthesis protein UbiV] [protein_id=AAC76193.2] [location=3302489..3303367][gbkey=CDS]
FJKNNBLA_03100	CDS	1008				[gene=yhbW] [locus_tag=b3160] [db_xref=UniProtKB/Swiss-Prot:P0ADV5] [protein=putative luciferase-like monooxygenase YhbW] [protein_id=AAC76194.1] [location=3303448..3304455][gbkey=CDS]
FJKNNBLA_03101	CDS	1245				[gene=mtr] [locus_tag=b3161] [db_xref=UniProtKB/Swiss-Prot:P0AAD2] [protein=tryptophan:H(+)symporter Mtr] [protein_id=AAC76195.1] [location=complement(3304573..3305817)][gbkey=CDS]
FJKNNBLA_03102	CDS	1890				[gene=deaD] [locus_tag=b3162] [db_xref=UniProtKB/Swiss-Prot:P0A9P6] [protein=ATP-dependent RNA helicase DeaD] [protein_id=AAC76196.2] [location=complement(3305971..3307860)][gbkey=CDS]
FJKNNBLA_03103	CDS	885				[gene=nlpI] [locus_tag=b3163] [db_xref=UniProtKB/Swiss-Prot:P0AFB1] [protein=lipoprotein NlpI] [protein_id=AAC76197.1] [location=complement(3308040..3308924)][gbkey=CDS]
FJKNNBLA_03104	CDS	2136				[gene=pnp] [locus_tag=b3164] [db_xref=UniProtKB/Swiss-Prot:P05055] [protein=polynucleotide phosphorylase] [protein_id=AAC76198.2] [location=complement(3309033..3311168)][gbkey=CDS]
FJKNNBLA_03105	CDS	270				[gene=rpsO] [locus_tag=b3165] [db_xref=UniProtKB/Swiss-Prot:P0ADZ4] [protein=30S ribosomal subunit protein S15] [protein_id=AAC76199.1] [location=complement(3311415..3311684)][gbkey=CDS]
FJKNNBLA_03106	CDS	945				[gene=truB] [locus_tag=b3166] [db_xref=UniProtKB/Swiss-Prot:P60340] [protein=tRNA pseudouridine(55)synthase] [protein_id=AAC76200.1] [location=complement(3311833..3312777)][gbkey=CDS]
FJKNNBLA_03107	CDS	402				[gene=rbfA] [locus_tag=b3167] [db_xref=UniProtKB/Swiss-Prot:P0A7G2] [protein=30S ribosome binding factor] [protein_id=AAC76201.1] [location=complement(3312777..3313178)][gbkey=CDS]
FJKNNBLA_03108	CDS	2673				[gene=infB] [locus_tag=b3168] [db_xref=UniProtKB/Swiss-Prot:P0A705] [protein=translation initiation factor IF-2] [protein_id=AAC76202.1] [location=complement(3313342..3316014)][gbkey=CDS]
FJKNNBLA_03109	CDS	1488				[gene=nusA] [locus_tag=b3169] [db_xref=UniProtKB/Swiss-Prot:P0AFF6] [protein=transcription termination/antitermination protein NusA] [protein_id=AAC76203.1][location=complement(3316039..3317526)] [gbkey=CDS]
FJKNNBLA_03110	CDS	453				[gene=rimP] [locus_tag=b3170] [db_xref=UniProtKB/Swiss-Prot:P0A8A8] [protein=ribosome maturation factor RimP] [protein_id=AAC76204.4] [location=complement(3317554..3318006)][gbkey=CDS]
FJKNNBLA_03111	tRNA	77				tRNA-Met(cat)
FJKNNBLA_03112	CDS	1344				[gene=argG] [locus_tag=b3172] [db_xref=UniProtKB/Swiss-Prot:P0A6E4] [protein=argininosuccinate synthetase] [protein_id=AAC76205.1] [location=3318637..3319980][gbkey=CDS]
FJKNNBLA_03113	CDS	1626				[gene=yhbX] [locus_tag=b3173] [db_xref=UniProtKB/Swiss-Prot:P42640] [protein=putative hydrolase YhbX] [protein_id=AAC76206.2] [location=complement(3319988..3321613)][gbkey=CDS]
FJKNNBLA_03114	tRNA	87				tRNA-Leu(gag)
FJKNNBLA_03115	CDS	333				[gene=secG] [locus_tag=b3175] [db_xref=UniProtKB/Swiss-Prot:P0AG99] [protein=Sec translocon subunit SecG] [protein_id=AAC76207.1] [location=complement(3322173..3322505)][gbkey=CDS]
FJKNNBLA_03116	CDS	1338				[gene=glmM] [locus_tag=b3176] [db_xref=UniProtKB/Swiss-Prot:P31120] [protein=phosphoglucosamine mutase] [protein_id=AAC76208.1] [location=complement(3322733..3324070)][gbkey=CDS]
FJKNNBLA_03117	CDS	849				[gene=folP] [locus_tag=b3177] [db_xref=UniProtKB/Swiss-Prot:P0AC13] [protein=dihydropteroate synthase] [protein_id=AAC76209.2] [location=complement(3324063..3324911)][gbkey=CDS]
FJKNNBLA_03118	CDS	1944				[gene=ftsH] [locus_tag=b3178] [db_xref=UniProtKB/Swiss-Prot:P0AAI3] [protein=ATP-dependent zinc metalloprotease FtsH] [protein_id=AAC76210.1] [location=complement(3325001..3326935)][gbkey=CDS]
FJKNNBLA_03119	CDS	630				[gene=rlmE] [locus_tag=b3179] [db_xref=UniProtKB/Swiss-Prot:P0C0R7] [protein=23S rRNA 2'-O-ribose methyltransferase] [protein_id=AAC76211.1][location=complement(3327035..3327664)] [gbkey=CDS]
FJKNNBLA_03120	CDS	294				[gene=yhbY] [locus_tag=b3180] [db_xref=UniProtKB/Swiss-Prot:P0AGK4] [protein=ribosome assembly factor YhbY] [protein_id=AAC76212.1] [location=3327790..3328083][gbkey=CDS]
FJKNNBLA_03121	CDS	477				[gene=greA] [locus_tag=b3181] [db_xref=UniProtKB/Swiss-Prot:P0A6W5] [protein=transcription elongation factor GreA] [protein_id=AAC76213.2] [location=complement(3328239..3328715)][gbkey=CDS]
FJKNNBLA_03122	CDS	1434				[gene=dacB] [locus_tag=b3182] [db_xref=UniProtKB/Swiss-Prot:P24228] [protein=peptidoglycan DD-endopeptidase DacB] [protein_id=AAC76214.1] [location=3328963..3330396][gbkey=CDS]
FJKNNBLA_03123	CDS	1173				[gene=obgE] [locus_tag=b3183] [db_xref=UniProtKB/Swiss-Prot:P42641] [protein=GTPase ObgE][protein_id=AAC76215.1] [location=complement(3330582..3331754)][gbkey=CDS]
FJKNNBLA_03124	CDS	966				[gene=yhbE] [locus_tag=b3184] [db_xref=UniProtKB/Swiss-Prot:P0AA73] [protein=putative transporter YhbE] [protein_id=AAC76216.1] [location=complement(3331770..3332735)][gbkey=CDS]
FJKNNBLA_03125	CDS	258				[gene=rpmA] [locus_tag=b3185] [db_xref=UniProtKB/Swiss-Prot:P0A7L8] [protein=50S ribosomal subunit protein L27] [protein_id=AAC76217.1] [location=complement(3332862..3333119)][gbkey=CDS]
FJKNNBLA_03126	CDS	312				[gene=rplU] [locus_tag=b3186] [db_xref=UniProtKB/Swiss-Prot:P0AG48] [protein=50S ribosomal subunit protein L21] [protein_id=AAC76218.1] [location=complement(3333140..3333451)][gbkey=CDS]
FJKNNBLA_03127	CDS	972				[gene=ispB] [locus_tag=b3187] [db_xref=UniProtKB/Swiss-Prot:P0AD57] [protein=all-trans-octaprenyl-diphosphate synthase] [protein_id=AAC76219.1] [location=3333710..3334681][gbkey=CDS]
FJKNNBLA_03128	CDS	279				[gene=sfsB] [locus_tag=b3188] [db_xref=UniProtKB/Swiss-Prot:P0ACH1] [protein=putative transcriptional regulator SfsB] [protein_id=AAC76220.1] [location=3334909..3335187][gbkey=CDS]
FJKNNBLA_03129	CDS	1260				[gene=murA] [locus_tag=b3189] [db_xref=UniProtKB/Swiss-Prot:P0A749] [protein=UDP-N-acetylglucosamine 1-carboxyvinyltransferase] [protein_id=AAC76221.1][location=complement(3335235..3336494)] [gbkey=CDS]
FJKNNBLA_03130	CDS	270				[gene=ibaG] [locus_tag=b3190] [db_xref=UniProtKB/Swiss-Prot:P0A9W6] [protein=acid stress protein IbaG] [protein_id=AAC76222.2] [location=complement(3336549..3336803)][gbkey=CDS]
FJKNNBLA_03131	CDS	294				[gene=mlaB] [locus_tag=b3191] [db_xref=UniProtKB/Swiss-Prot:P64602] [protein=intermembrane phospholipid transport system protein MlaB] [protein_id=AAC76223.2][location=complement(3336963..3337256)] [gbkey=CDS]
FJKNNBLA_03132	CDS	636				[gene=mlaC] [locus_tag=b3192] [db_xref=UniProtKB/Swiss-Prot:P0ADV7] [protein=intermembrane phospholipid transport system - periplasmic binding protein][protein_id=AAC76224.1] [location=complement(3337256..3337891)][gbkey=CDS]
FJKNNBLA_03133	CDS	552				[gene=mlaD] [locus_tag=b3193] [db_xref=UniProtKB/Swiss-Prot:P64604] [protein=intermembrane phospholipid transport system, substrate binding protein MlaD] [protein_id=AAC76225.1] [location=complement(3337910..3338461)][gbkey=CDS]
FJKNNBLA_03134	CDS	783				[gene=mlaE] [locus_tag=b3194] [db_xref=UniProtKB/Swiss-Prot:P64606] [protein=intermembrane phospholipid transport system, integral membrane subunit MlaE] [protein_id=AAC76226.1] [location=complement(3338466..3339248)][gbkey=CDS]
FJKNNBLA_03135	CDS	810				[gene=mlaF] [locus_tag=b3195] [db_xref=UniProtKB/Swiss-Prot:P63386] [protein=intermembrane phospholipid transport system, ATP binding subunit MlaF][protein_id=AAC76227.1] [location=complement(3339256..3340065)][gbkey=CDS]
FJKNNBLA_03136	CDS	978				[gene=yrbG] [locus_tag=b3196] [db_xref=UniProtKB/Swiss-Prot:P45394] [protein=putative transport protein YrbG] [protein_id=AAC76228.1] [location=3340275..3341252][gbkey=CDS]
FJKNNBLA_03137	CDS	987				[gene=kdsD] [locus_tag=b3197] [db_xref=UniProtKB/Swiss-Prot:P45395] [protein=D-arabinose 5-phosphate isomerase KdsD] [protein_id=AAC76229.1] [location=3341266..3342252][gbkey=CDS]
FJKNNBLA_03138	CDS	567				[gene=kdsC] [locus_tag=b3198] [db_xref=UniProtKB/Swiss-Prot:P0ABZ4] [protein=3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC] [protein_id=AAC76230.1][location=3342273..3342839] [gbkey=CDS]
FJKNNBLA_03139	CDS	576				[gene=lptC] [locus_tag=b3199] [db_xref=UniProtKB/Swiss-Prot:P0ADV9] [protein=lipopolysaccharide transport system protein LptC] [protein_id=AAC76231.1][location=3342836..3343411] [gbkey=CDS]
FJKNNBLA_03140	CDS	558				[gene=lptA] [locus_tag=b3200] [db_xref=UniProtKB/Swiss-Prot:P0ADV1] [protein=lipopolysaccharide transport system protein LptA] [protein_id=AAC76232.1][location=3343380..3343937] [gbkey=CDS]
FJKNNBLA_03141	CDS	726				[gene=lptB] [locus_tag=b3201] [db_xref=UniProtKB/Swiss-Prot:P0A9V1] [protein=lipopolysaccharide transport system ATP binding protein LptB] [protein_id=AAC76233.1][location=3343944..3344669] [gbkey=CDS]
FJKNNBLA_03142	CDS	1434				[gene=rpoN] [locus_tag=b3202] [db_xref=UniProtKB/Swiss-Prot:P24255] [protein=RNA polymerase,sigma 54 (sigma N) factor] [protein_id=AAC76234.1] [location=3344717..3346150][gbkey=CDS]
FJKNNBLA_03143	CDS	288				[gene=hpf] [locus_tag=b3203] [db_xref=UniProtKB/Swiss-Prot:P0AFX0] [protein=ribosome hibernation-promoting factor] [protein_id=AAC76235.1] [location=3346173..3346460][gbkey=CDS]
FJKNNBLA_03144	CDS	492				[gene=ptsN] [locus_tag=b3204] [db_xref=UniProtKB/Swiss-Prot:P69829] [protein=phosphotransferase system enzyme IIA(Ntr)] [protein_id=AAC76236.1] [location=3346578..3347069][gbkey=CDS]
FJKNNBLA_03145	CDS	855				[gene=rapZ] [locus_tag=b3205] [db_xref=UniProtKB/Swiss-Prot:P0A894] [protein=RNase adaptor protein RapZ] [protein_id=AAC76237.1] [location=3347115..3347969][gbkey=CDS]
FJKNNBLA_03146	CDS	273				[gene=npr] [locus_tag=b3206] [db_xref=UniProtKB/Swiss-Prot:P0A9N0] [protein=phosphorelay protein NPr] [protein_id=AAC76238.1] [location=3347966..3348238][gbkey=CDS]
FJKNNBLA_03147	CDS	633				[gene=yrbL] [locus_tag=b3207] [db_xref=UniProtKB/Swiss-Prot:P64610] [protein=protein kinase-like domain-containing protein YrbL] [protein_id=AAC76239.1][location=3348452..3349084] [gbkey=CDS]
FJKNNBLA_03148	CDS	729				[gene=mtgA] [locus_tag=b3208] [db_xref=UniProtKB/Swiss-Prot:P46022] [protein=peptidoglycan glycosyltransferase MtgA] [protein_id=AAC76240.1] [location=complement(3349081..3349809)][gbkey=CDS]
FJKNNBLA_03149	CDS	654				[gene=elbB] [locus_tag=b3209] [db_xref=UniProtKB/Swiss-Prot:P0ABU5] [protein=low activity glyoxalase ElbB] [protein_id=AAC76241.2] [location=complement(3349806..3350459)][gbkey=CDS]
FJKNNBLA_03150	CDS	2337				[gene=arcB] [locus_tag=b3210] [db_xref=UniProtKB/Swiss-Prot:P0AEC3] [protein=sensor histidine kinase ArcB] [protein_id=AAT48172.1] [location=complement(3350689..3353025)][gbkey=CDS]
FJKNNBLA_03151	CDS	930				[gene=yhcC] [locus_tag=b3211] [db_xref=UniProtKB/Swiss-Prot:P0ADW6] [protein=radical SAM family oxidoreductase YhcC] [protein_id=AAC76243.1] [location=complement(3353121..3354050)][gbkey=CDS]
FJKNNBLA_03152	CDS	4554				[gene=gltB] [locus_tag=b3212] [db_xref=UniProtKB/Swiss-Prot:P09831] [protein=glutamate synthase subunit GltB] [protein_id=AAC76244.2] [location=3354725..3359185][gbkey=CDS]
FJKNNBLA_03153	CDS	1419				[gene=gltD] [locus_tag=b3213] [db_xref=UniProtKB/Swiss-Prot:P09832] [protein=glutamate synthase subunit GltD] [protein_id=AAC76245.1] [location=3359198..3360616][gbkey=CDS]
FJKNNBLA_03154	CDS	480				hypothetical protein
FJKNNBLA_03155	CDS	306				hypothetical protein
FJKNNBLA_03156	CDS	465				hypothetical protein
FJKNNBLA_03157	CDS	876				[gene=nanK] [locus_tag=b3222] [db_xref=UniProtKB/Swiss-Prot:P45425] [protein=N-acetylmannosamine kinase] [protein_id=AAC76254.2] [location=complement(3369475..3370350)][gbkey=CDS]
FJKNNBLA_03158	CDS	690				[gene=nanE] [locus_tag=b3223] [db_xref=UniProtKB/Swiss-Prot:P0A761] [protein=putative N-acetylmannosamine-6-phosphate epimerase] [protein_id=AAC76255.1][location=complement(3370347..3371036)] [gbkey=CDS]
FJKNNBLA_03159	CDS	1491				[gene=nanT] [locus_tag=b3224] [db_xref=UniProtKB/Swiss-Prot:P41036] [protein=N-acetylneuraminate:H(+)symporter] [protein_id=AAC76256.2] [location=complement(3371084..3372574)][gbkey=CDS]
FJKNNBLA_03160	CDS	894				[gene=nanA] [locus_tag=b3225] [db_xref=UniProtKB/Swiss-Prot:P0A6L4] [protein=N-acetylneuraminate lyase] [protein_id=AAC76257.1] [location=complement(3372683..3373576)][gbkey=CDS]
FJKNNBLA_03161	CDS	792				[gene=nanR] [locus_tag=b3226] [db_xref=UniProtKB/Swiss-Prot:P0A8W0] [protein=DNA-binding transcriptional dual regulator NanR] [protein_id=AAC76258.1][location=complement(3373698..3374489)] [gbkey=CDS]
FJKNNBLA_03162	CDS	1368				[gene=dcuD] [locus_tag=b3227] [db_xref=UniProtKB/Swiss-Prot:P45428] [protein=putative transporter DcuD] [protein_id=AAC76259.1] [location=3374869..3376236][gbkey=CDS]
FJKNNBLA_03163	CDS	498				[gene=sspB] [locus_tag=b3228] [db_xref=UniProtKB/Swiss-Prot:P0AFZ3] [protein=ClpXP protease specificity-enhancing factor] [protein_id=AAC76260.1] [location=complement(3376279..3376776)][gbkey=CDS]
FJKNNBLA_03164	CDS	639				[gene=sspA] [locus_tag=b3229] [db_xref=UniProtKB/Swiss-Prot:P0ACA3] [protein=stringent starvation protein A] [protein_id=AAC76261.1] [location=complement(3376782..3377420)][gbkey=CDS]
FJKNNBLA_03165	CDS	393				[gene=rpsI] [locus_tag=b3230] [db_xref=UniProtKB/Swiss-Prot:P0A7X3] [protein=30S ribosomal subunit protein S9] [protein_id=AAC76262.1] [location=complement(3377815..3378207)][gbkey=CDS]
FJKNNBLA_03166	CDS	429				[gene=rplM] [locus_tag=b3231] [db_xref=UniProtKB/Swiss-Prot:P0AA10] [protein=50S ribosomal subunit protein L13] [protein_id=AAC76263.1] [location=complement(3378223..3378651)][gbkey=CDS]
FJKNNBLA_03167	CDS	1128				[gene=zapE] [locus_tag=b3232] [db_xref=UniProtKB/Swiss-Prot:P64612] [protein=cell division protein ZapE] [protein_id=AAC76264.1] [location=complement(3378870..3379997)][gbkey=CDS]
FJKNNBLA_03168	CDS	399				hypothetical protein
FJKNNBLA_03169	CDS	1368				[gene=degQ] [locus_tag=b3234] [db_xref=UniProtKB/Swiss-Prot:P39099] [protein=periplasmic serine endoprotease] [protein_id=AAC76266.1] [location=3380743..3382110][gbkey=CDS]
FJKNNBLA_03170	CDS	1068				[gene=degS] [locus_tag=b3235] [db_xref=UniProtKB/Swiss-Prot:P0AEE3] [protein=serine endoprotease][protein_id=AAC76267.1] [location=3382200..3383267][gbkey=CDS]
FJKNNBLA_03171	CDS	939				[gene=mdh] [locus_tag=b3236] [db_xref=UniProtKB/Swiss-Prot:P61889] [protein=malate dehydrogenase][protein_id=AAC76268.1] [location=complement(3383330..3384268)][gbkey=CDS]
FJKNNBLA_03172	CDS	471				[gene=argR] [locus_tag=b3237] [db_xref=UniProtKB/Swiss-Prot:P0A6D0] [protein=DNA-binding transcriptional dual regulator ArgR] [protein_id=AAC76269.1][location=3384703..3385173] [gbkey=CDS]
FJKNNBLA_03173	CDS	264				hypothetical protein
FJKNNBLA_03174	CDS	273				[gene=yhcO] [locus_tag=b3239] [db_xref=UniProtKB/Swiss-Prot:P64616] [protein=putative barnase inhibitor] [protein_id=AAC76271.1] [location=complement(3385857..3386129)][gbkey=CDS]
FJKNNBLA_03175	CDS	1968				[gene=aaeB] [locus_tag=b3240] [db_xref=UniProtKB/Swiss-Prot:P46481] [protein=aromatic carboxylic acid efflux pump subunit AaeB] [protein_id=AAC76272.1][location=complement(3386221..3388188)] [gbkey=CDS]
FJKNNBLA_03176	CDS	933				[gene=aaeA] [locus_tag=b3241] [db_xref=UniProtKB/Swiss-Prot:P46482] [protein=aromatic carboxylic acid efflux pump membrane fusion protein] [protein_id=AAC76273.1][location=complement(3388194..3389126)] [gbkey=CDS]
FJKNNBLA_03177	CDS	204				hypothetical protein
